5.000000000000000000e+01,3.474000000000000199e+01
1.000000000000000000e+02,4.106000000000000227e+01
1.500000000000000000e+02,4.324000000000000199e+01
2.000000000000000000e+02,4.410000000000000142e+01
2.500000000000000000e+02,4.429999999999999716e+01
3.000000000000000000e+02,4.465999999999999659e+01
3.500000000000000000e+02,4.465999999999999659e+01
4.000000000000000000e+02,4.556000000000000227e+01
4.500000000000000000e+02,5.053999999999999915e+01
5.000000000000000000e+02,5.138000000000000256e+01
5.500000000000000000e+02,5.489999999999999147e+01
6.000000000000000000e+02,5.735999999999999943e+01
6.500000000000000000e+02,5.817999999999999972e+01
7.000000000000000000e+02,5.824000000000000199e+01
7.500000000000000000e+02,5.835999999999999943e+01
8.000000000000000000e+02,5.820000000000000995e+01
8.500000000000000000e+02,5.829999999999999716e+01
9.000000000000000000e+02,5.821999999999999176e+01
9.500000000000000000e+02,5.825999999999999801e+01
1.000000000000000000e+03,5.821999999999999176e+01
