1.000000000000000000e+00,1.746611516796333063e+01
2.000000000000000000e+00,1.746582057407356814e+01
3.000000000000000000e+00,1.746552052524328502e+01
4.000000000000000000e+00,1.746521486491366559e+01
5.000000000000000000e+00,1.746490343039411286e+01
6.000000000000000000e+00,1.746458605255617513e+01
7.000000000000000000e+00,1.746426255550901985e+01
8.000000000000000000e+00,1.746393275625490560e+01
9.000000000000000000e+00,1.746359646432312118e+01
1.000000000000000000e+01,1.746325348138115885e+01
1.100000000000000000e+01,1.746290360082088000e+01
1.200000000000000000e+01,1.746254660731830910e+01
1.300000000000000000e+01,1.746218227636475717e+01
1.400000000000000000e+01,1.746181037376709710e+01
1.500000000000000000e+01,1.746143065511493475e+01
1.600000000000000000e+01,1.746104286521181592e+01
1.700000000000000000e+01,1.746064673746786511e+01
1.800000000000000000e+01,1.746024199325054127e+01
1.900000000000000000e+01,1.745982834119028126e+01
2.000000000000000000e+01,1.745940547643704122e+01
2.100000000000000000e+01,1.745897307986388469e+01
2.200000000000000000e+01,1.745853081721298139e+01
2.300000000000000000e+01,1.745807833817917754e+01
2.400000000000000000e+01,1.745761527542557090e+01
2.500000000000000000e+01,1.745714124352522489e+01
2.600000000000000000e+01,1.745665583782238883e+01
2.700000000000000000e+01,1.745615863320599104e+01
2.800000000000000000e+01,1.745564918278732947e+01
2.900000000000000000e+01,1.745512701647297504e+01
3.000000000000000000e+01,1.745459163942326697e+01
3.100000000000000000e+01,1.745404253038521958e+01
3.200000000000000000e+01,1.745347913988783617e+01
3.300000000000000000e+01,1.745290088828625841e+01
3.400000000000000000e+01,1.745230716363962387e+01
3.500000000000000000e+01,1.745169731940605473e+01
3.600000000000000000e+01,1.745107067193550421e+01
3.700000000000000000e+01,1.745042649774002541e+01
3.800000000000000000e+01,1.744976403051725100e+01
3.900000000000000000e+01,1.744908245790102441e+01
4.000000000000000000e+01,1.744838091790897039e+01
4.100000000000000000e+01,1.744765849505360933e+01
4.200000000000000000e+01,1.744691421607880244e+01
4.300000000000000000e+01,1.744614704527844751e+01
4.400000000000000000e+01,1.744535587934883836e+01
4.500000000000000000e+01,1.744453954171883936e+01
4.600000000000000000e+01,1.744369677629480009e+01
4.700000000000000000e+01,1.744282624054815756e+01
4.800000000000000000e+01,1.744192649786285543e+01
4.900000000000000000e+01,1.744099600904799985e+01
5.000000000000000000e+01,1.744003312290687191e+01
5.100000000000000000e+01,1.743903606573647380e+01
5.200000000000000000e+01,1.743800292961272902e+01
5.300000000000000000e+01,1.743693165929278521e+01
5.400000000000000000e+01,1.743582003753910570e+01
5.500000000000000000e+01,1.743466566863700251e+01
5.600000000000000000e+01,1.743346595983904734e+01
5.700000000000000000e+01,1.743221810042333075e+01
5.800000000000000000e+01,1.743091903799685127e+01
5.900000000000000000e+01,1.742956545160891224e+01
6.000000000000000000e+01,1.742815372115765271e+01
6.100000000000000000e+01,1.742667989247515337e+01
6.200000000000000000e+01,1.742513963735591531e+01
6.300000000000000000e+01,1.742352820764623900e+01
6.400000000000000000e+01,1.742184038233049392e+01
6.500000000000000000e+01,1.742007040632488213e+01
6.600000000000000000e+01,1.741821191940901059e+01
6.700000000000000000e+01,1.741625787337415332e+01
6.800000000000000000e+01,1.741420043502373005e+01
6.900000000000000000e+01,1.741203087209979117e+01
7.000000000000000000e+01,1.740973941849063422e+01
7.100000000000000000e+01,1.740731511415133781e+01
7.200000000000000000e+01,1.740474561397043374e+01
7.300000000000000000e+01,1.740201695825091122e+01
7.400000000000000000e+01,1.739911329540904106e+01
7.500000000000000000e+01,1.739601654474855152e+01
7.600000000000000000e+01,1.739270598347659202e+01
7.700000000000000000e+01,1.738915773711572044e+01
7.800000000000000000e+01,1.738534414558065322e+01
7.900000000000000000e+01,1.738123296761274617e+01
8.000000000000000000e+01,1.737678637276913562e+01
8.100000000000000000e+01,1.737195965086569416e+01
8.200000000000000000e+01,1.736669954073782662e+01
8.300000000000000000e+01,1.736094203874618458e+01
8.400000000000000000e+01,1.735460948503175516e+01
8.500000000000000000e+01,1.734760662948531262e+01
8.600000000000000000e+01,1.733981522813943954e+01
8.700000000000000000e+01,1.733108647614042042e+01
8.800000000000000000e+01,1.732123017620731176e+01
8.900000000000000000e+01,1.730999884010804735e+01
9.000000000000000000e+01,1.729706366519781824e+01
9.100000000000000000e+01,1.728197697762530183e+01
9.200000000000000000e+01,1.726411109475829875e+01
9.300000000000000000e+01,1.724255380527963766e+01
9.400000000000000000e+01,1.721591850622473174e+01
9.500000000000000000e+01,1.718197155306783586e+01
9.600000000000000000e+01,1.713682166953059038e+01
9.700000000000000000e+01,1.707288249693023374e+01
9.800000000000000000e+01,1.697247250113582240e+01
9.900000000000000000e+01,1.677756338734277719e+01
1.000000000000000000e+02,1.631465592459595726e+01
1.010000000000000000e+02,1.349373828932396968e+01
1.020000000000000000e+02,1.233887376169848693e+01
1.030000000000000000e+02,1.222394099886804320e+01
1.040000000000000000e+02,1.214476280701566857e+01
1.050000000000000000e+02,1.208425070225575126e+01
1.060000000000000000e+02,1.203426328672277634e+01
1.070000000000000000e+02,1.199208976515987857e+01
1.080000000000000000e+02,1.195677059043892143e+01
1.090000000000000000e+02,1.192762103209428304e+01
1.100000000000000000e+02,1.190369392653247260e+01
1.110000000000000000e+02,1.188372139339394984e+01
1.120000000000000000e+02,1.186631680290954272e+01
1.130000000000000000e+02,1.185024562048872276e+01
1.140000000000000000e+02,1.183459418741852254e+01
1.150000000000000000e+02,1.181877925357529868e+01
1.160000000000000000e+02,1.180245957432842374e+01
1.170000000000000000e+02,1.178543499140769946e+01
1.180000000000000000e+02,1.176757600091801592e+01
1.190000000000000000e+02,1.174878709892415429e+01
